make,model,year,mileage,engine,transmission,fuel_type,location,condition,price
Nissan,X-Trail,2016,155844,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,156017,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,156190,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,156363,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,156536,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,156709,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,156882,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,157055,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,157228,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,157401,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,157574,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,157747,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,157920,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,158093,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,158266,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,158439,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,158612,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,158785,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,158958,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,159131,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,159304,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,159477,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,159650,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,159823,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,159996,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,160169,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,160342,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,160515,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,160688,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,160861,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,161034,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,161207,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,161380,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,161553,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,161726,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,161899,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,162072,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,162245,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,162418,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,162591,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,162764,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,162937,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,163110,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,163283,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,163456,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,163629,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,163802,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,163975,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,164148,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,164321,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,164494,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,164667,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,164840,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,165013,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,165186,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,165359,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,165532,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,165705,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,165878,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,166051,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,166224,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,166397,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,166570,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,166743,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,166916,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,167089,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,167262,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,167435,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,167608,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,167781,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,167954,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,168127,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,168300,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,168473,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,168646,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,168819,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,168992,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,169165,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,169338,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,169511,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,169684,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,169857,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,170030,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,170203,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,170376,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,170549,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,170722,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,170895,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,171068,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,171241,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,171414,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,171587,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,171760,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,171933,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,172106,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,172279,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,172452,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,172625,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,172798,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,172971,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,173144,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,173317,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,173490,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,173663,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,173836,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,174009,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,174182,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,174355,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,174528,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,174701,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,174874,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,175047,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,175220,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,175393,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,175566,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,175739,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,175912,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,176085,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,176258,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,176431,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,176604,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,176777,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,176950,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,177123,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,177296,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,177469,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,177642,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,177815,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,177988,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,178161,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,178334,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,178507,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,178680,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,178853,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,179026,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,179199,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,179372,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,179545,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,179718,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,179891,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,180064,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,180237,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,180410,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,180583,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,180756,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,180929,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,181102,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,181275,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,181448,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,181621,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,181794,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,181967,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,182140,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,182313,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,182486,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,182659,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,182832,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,183005,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,183178,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,183351,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,183524,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,183697,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,183870,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,184043,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,184216,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,184389,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,184562,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,184735,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,184908,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,185081,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,185254,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,185427,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,185600,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,185773,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,185946,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,186119,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,186292,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,186465,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,186638,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,186811,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,186984,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,187157,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,187330,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,187503,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,187676,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,187849,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,188022,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,188195,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,188368,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,188541,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,188714,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,188887,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,189060,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,189233,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,189406,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,189579,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,189752,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,189925,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,190098,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,190271,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,190444,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,190617,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,190790,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,190963,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,191136,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,191309,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,191482,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,191655,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,191828,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,192001,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,192174,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,192347,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,192520,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,192693,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,192866,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,193039,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,193212,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,193385,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,193558,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,193731,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,193904,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,194077,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,194250,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,194423,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,194596,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,194769,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,194942,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,195115,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,195288,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,195461,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,195634,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,195807,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,195980,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,196153,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,196326,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,196499,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,196672,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,196845,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,197018,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,197191,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,197364,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,197537,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,197710,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,197883,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,198056,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,198229,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,198402,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,198575,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,198748,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,198921,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,199094,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,199267,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,199440,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,199613,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,199786,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,199959,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,20132,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,20305,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,20478,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,20651,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,20824,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,20997,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,21170,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,21343,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,21516,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,21689,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,21862,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,22035,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,22208,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,22381,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,22554,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,22727,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,22900,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,23073,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,23246,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,23419,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,23592,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,23765,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,23938,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,24111,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,24284,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,24457,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,24630,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,24803,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,24976,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,25149,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,25322,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,25495,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
